title,release_date,budget,director,distributor,dom_total_gross,domestic_total_adj_gross,genre,oscar_noms,oscar_wins,producers,rating,runtime_mins,theaters,clean_rating,new_genre,days_in_theater,year,summer,fall,holiday,winter,spring,PG-13,R,PG,G,GP,M/PG,director_prev_nom,director_prev_win
Delicacy,3/16/2012,,0,Cohen Media Group,498584.0,562200.0,Foreign,0,0.0,,PG-13,108.0,,PG-13,Foreign,,2012.0,0,0,0,0,1,1,0,0,0,0,0,0,0
A Delicate Balance,12/10/1973,,Tony Richardson,Amer. Film Theatre,,,Drama,0,0.0,['Ely A. Landau'],PG,133.0,,PG,Drama,,1973.0,0,0,1,0,0,0,0,1,0,0,0,1,1
Delicatessen,4/3/1992,,Jean-Pierre Jeunet,Miramax,1794187.0,3860700.0,Foreign,0,0.0,,R,99.0,32.0,R,Foreign,146.0,1992.0,0,0,0,0,1,0,1,0,0,0,0,0,0
Delirious,8/9/1991,18000000.0,0,MGM,5546827.0,11765600.0,Comedy,0,0.0,,PG,96.0,1142.0,PG,Comedy,,1991.0,1,0,0,0,0,0,0,1,0,0,0,0,0
Delirium  - Box Office Mojo,,,Dennis Iliadis,High Top Releasing,,,Horror Thriller,0,0.0,,R,,,R,Horror,,,0,0,0,0,0,0,1,0,0,0,0,0,0
Deliver Us from Eva,2/7/2003,,0,Focus Features,17573594.0,26025200.0,Romantic Comedy,0,0.0,['Barry Levinson'],R,105.0,1139.0,R,Romance,100.0,2003.0,0,0,0,1,0,0,1,0,0,0,0,0,0
Deliver Us From Evil,7/2/2014,30000000.0,Scott Derrickson,Sony / Screen Gems,30577122.0,33793800.0,Horror,0,0.0,"['Paul Harris Boardman', 'Jerry Bruckheimer']",R,118.0,3049.0,R,Horror,39.0,2014.0,1,0,0,0,0,0,1,0,0,0,0,0,0
Delivery Man,11/22/2013,26000000.0,Ken Scott,Buena Vista,30664106.0,32853600.0,Comedy,0,0.0,['Scott Mednick'],PG-13,105.0,3036.0,PG-13,Comedy,118.0,2013.0,0,0,1,0,0,1,0,0,0,0,0,0,0
Delta Farce,5/11/2007,,0,Lionsgate,8130530.0,10553100.0,Comedy,0,0.0,,PG-13,90.0,1931.0,PG-13,Comedy,34.0,2007.0,1,0,0,0,0,1,0,0,0,0,0,0,0
The Delta Force,2/14/1986,,Menahem Golan,Cannon Films,17768900.0,42769900.0,Action,0,0.0,,R,128.0,1720.0,R,Act_Adven,,1986.0,0,0,0,1,0,0,1,0,0,0,0,0,0
Delta Force 2: Operation Stranglehold,8/24/1990,,0,MGM,6698361.0,14141000.0,Action,0,0.0,,R,111.0,909.0,R,Act_Adven,,1990.0,1,0,0,0,0,0,1,0,0,0,0,0,0
Delta of Venus,10/13/1995,,0,Fine Line,63174.0,129700.0,Unknown,0,0.0,,NC-17,102.0,4.0,NC-17,None,,1995.0,0,1,0,0,0,0,0,0,0,0,0,0,0
Demolition,4/8/2016,,Jean-Marc Vallee,Fox Searchlight,1978592.0,2023900.0,Drama,0,0.0,,R,101.0,862.0,R,Drama,13.0,2016.0,0,0,0,0,1,0,1,0,0,0,0,0,0
Demolition Man,10/8/1993,,0,Warner Bros.,58055768.0,125226600.0,Sci-Fi Action,0,0.0,['Joel Silver'],R,115.0,2258.0,R,Fantasy_Scifi,,1993.0,0,1,0,0,0,0,1,0,0,0,0,0,0
Demon,9/9/2016,,0,The Orchard,104038.0,107800.0,Horror,0,0.0,,R,94.0,24.0,R,Horror,55.0,2016.0,0,1,0,0,0,0,1,0,0,0,0,0,0
Demon Knight,1/13/1995,,Ernest R. Dickerson,Universal,21089146.0,43293300.0,Horror,0,0.0,"['Gilbert Adler', 'David Giler', 'Walter Hill', 'Joel Silver']",R,93.0,1732.0,R,Horror,,1995.0,0,0,0,1,0,0,1,0,0,0,0,0,0
demonlover,9/19/2003,,0,Palm,232044.0,343400.0,Unknown,0,0.0,,R,120.0,15.0,R,None,132.0,2003.0,0,1,0,0,0,0,1,0,0,0,0,0,0
Den of Thieves,1/19/2018,,0,STX Entertainment,,,Action Thriller,0,0.0,"['Gerard Butler', 'Mark Canton', 'Tucker Tooley']",R,,,R,Act_Adven,,2018.0,0,0,0,1,0,0,1,0,0,0,0,0,0
Denial,9/30/2016,,0,Bleecker Street,4073489.0,4138400.0,Drama,0,0.0,,PG-13,110.0,648.0,PG-13,Drama,80.0,2016.0,0,1,0,0,0,1,0,0,0,0,0,0,0
Denise Calls Up,3/29/1996,,0,Sony Classics,148121.0,299300.0,Unknown,0,0.0,"['John Davis', 'John Davis']",PG-13,80.0,16.0,PG-13,None,181.0,1996.0,0,0,0,0,1,1,0,0,0,0,0,0,0
Dennis the Menace,6/25/1993,,0,Warner Bros.,51270765.0,110591300.0,Family Comedy,0,0.0,"['John Hughes', 'Richard Vane']",PG,96.0,2085.0,PG,Family,,1993.0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Departed,10/6/2006,90000000.0,Martin Scorsese,Warner Bros.,132384315.0,179678600.0,Crime Drama,5,4.0,"['Doug Davison', 'Roy Lee', 'Graham King', 'Brad Pitt', 'Martin Scorsese', 'Brad Grey', 'Gianni Nunnari']",R,150.0,3017.0,R,Crime_Thriller,167.0,2006.0,0,1,0,0,0,0,1,0,0,0,0,5,0
Departures,5/29/2009,,0,Regent Releasing,1498210.0,1790300.0,Foreign,1,1.0,,PG-13,130.0,27.0,PG-13,Foreign,391.0,2009.0,1,0,0,0,0,1,0,0,0,0,0,0,0
Derailed,11/11/2005,22000000.0,Mikael Hafstrom,Weinstein Company,36024076.0,50175200.0,Thriller,0,0.0,['Lorenzo di Bonaventura'],R,106.0,2447.0,R,Crime_Thriller,97.0,2005.0,0,0,1,0,0,0,1,0,0,0,0,0,0
Desbocados,2/27/2009,,0,Slowhand Cinema,27908.0,34700.0,Foreign,0,0.0,,R,88.0,20.0,R,Foreign,9.0,2009.0,0,0,0,1,0,0,1,0,0,0,0,0,0
The Descendants,11/16/2011,,Alexander Payne,Fox Searchlight,82584160.0,93576100.0,Comedy / Drama,5,1.0,['Alexander Payne'],R,115.0,2038.0,R,Comedy,155.0,2011.0,0,0,1,0,0,0,1,0,0,0,0,1,0
The Descent,8/4/2006,,Neil Marshall,Lionsgate,26024456.0,35480700.0,Horror,0,0.0,,R,99.0,2095.0,R,Horror,69.0,2006.0,1,0,0,0,0,0,1,0,0,0,0,0,0
Descent,8/10/2007,,0,City Lights Pictures Releasing,15233.0,19800.0,Drama,0,0.0,,NC-17,100.0,2.0,NC-17,Drama,13.0,2007.0,1,0,0,0,0,0,0,0,0,0,0,0,0
Desert Bloom,4/18/1986,,0,Columbia,416393.0,1002300.0,Unknown,0,0.0,,PG,105.0,15.0,PG,None,,1986.0,0,0,0,0,1,0,0,1,0,0,0,0,0
Desert Blue,6/4/1999,,0,Samuel Goldwyn,100590.0,176800.0,Unknown,0,0.0,,R,90.0,9.0,R,None,76.0,1999.0,1,0,0,0,0,0,1,0,0,0,0,0,0
Desert Dancer,4/10/2015,,0,Relativity,155271.0,161000.0,Drama,0,0.0,,PG-13,98.0,36.0,PG-13,Drama,48.0,2015.0,0,0,0,0,1,1,0,0,0,0,0,0,0
Desert Flower,3/18/2011,,0,National Geographic Entertainment,44348.0,49900.0,Drama,0,0.0,,R,124.0,8.0,R,Drama,48.0,2011.0,0,0,0,0,1,0,1,0,0,0,0,0,0
Desert Hearts,3/7/1986,,0,Samuel Goldwyn,2492088.0,5998500.0,Unknown,0,0.0,,R,94.0,,R,None,,1986.0,0,0,0,0,1,0,1,0,0,0,0,0,0
Desert Hearts,7/19/2017,,0,Janus Films,,,Drama,0,0.0,,R,96.0,,R,Drama,,2017.0,1,0,0,0,0,0,1,0,0,0,0,0,0
Desierto,10/14/2016,,Jonas Cuaron,STX Entertainment,2002036.0,2033900.0,Drama / Thriller,0,0.0,,R,90.0,168.0,R,Drama,34.0,2016.0,0,1,0,0,0,0,1,0,0,0,0,0,0
The Designated Mourner,5/2/1997,,David Hare,First Look,215292.0,418900.0,Drama,0,0.0,['Mike Nichols'],R,94.0,,R,Drama,,1997.0,1,0,0,0,0,0,1,0,0,0,0,0,0
Desperado,8/25/1995,,Robert Rodriguez,Sony / Columbia,25405445.0,52154200.0,Action,0,0.0,['Robert Rodriguez'],R,106.0,2027.0,R,Act_Adven,,1995.0,1,0,0,0,0,0,1,0,0,0,0,0,0
Desperate Hours,10/5/1990,,Michael Cimino,MGM,2742912.0,5790600.0,Thriller,0,0.0,['Michael Cimino'],R,105.0,1033.0,R,Crime_Thriller,,1990.0,0,1,0,0,0,0,1,0,0,0,0,1,1
Desperate Measures,1/30/1998,,Barbet Schroeder,Sony / Columbia,13806137.0,26287600.0,Thriller,0,0.0,['Jeffrey Chernov'],R,100.0,1963.0,R,Crime_Thriller,,1998.0,0,0,0,1,0,0,1,0,0,0,0,1,0
Desperately Seeking Susan,3/29/1985,,0,Orion Pictures,27398584.0,68921000.0,Romantic Comedy,0,0.0,,PG-13,104.0,1108.0,PG-13,Romance,,1985.0,0,0,0,0,1,1,0,0,0,0,0,0,0
Despicable Me,7/9/2010,69000000.0,"Pierre Coffin, Chris Renaud",Universal,251513985.0,291068500.0,Animation,0,0.0,"['Janet Healy', 'Christopher Meledandri']",PG,95.0,3602.0,PG,Animation,195.0,2010.0,1,0,0,0,0,0,0,1,0,0,0,0,0
Despicable Me 2,7/3/2013,76000000.0,"Pierre Coffin, Chris Renaud",Universal,368061265.0,418764300.0,Animation,2,0.0,"['Janet Healy', 'Christopher Meledandri']",PG,98.0,4003.0,PG,Animation,197.0,2013.0,1,0,0,0,0,0,0,1,0,0,0,0,0
Despicable Me 3,6/30/2017,80000000.0,"Kyle Balda, Pierre Coffin, Eric Guillon",Universal,264482565.0,264482600.0,Animation,0,0.0,"['Janet Healy', 'Christopher Meledandri']",PG,90.0,4535.0,PG,Animation,,2017.0,1,0,0,0,0,0,0,1,0,0,0,0,0
Destiny Turns on the Radio,4/28/1995,,0,Savoy,1176982.0,2416200.0,Crime Comedy,0,0.0,,R,101.0,1126.0,R,Crime_Thriller,,1995.0,0,0,0,0,1,0,1,0,0,0,0,0,0
The Details,11/2/2012,,Jacob Aaron Estes,Radius-TWC,63595.0,70500.0,Comedy,0,0.0,,R,101.0,73.0,R,Comedy,9.0,2012.0,0,0,1,0,0,0,1,0,0,0,0,0,0
Detective Dee and the Mystery of the Phantom Flame,9/2/2011,,0,Indomina Media,459836.0,517200.0,Foreign,0,0.0,,PG-13,119.0,48.0,PG-13,Foreign,48.0,2011.0,0,1,0,0,0,1,0,0,0,0,0,0,0
Detention,4/6/2012,,0,Samuel Goldwyn,,,Horror Comedy,0,0.0,,R,93.0,,R,Horror,,2012.0,0,0,0,0,1,0,1,0,0,0,0,0,0
Deterrence,3/10/2000,,Rod Lurie,Paramount Classics,145071.0,240400.0,Unknown,0,0.0,,R,101.0,17.0,R,None,76.0,2000.0,0,0,0,0,1,0,1,0,0,0,0,0,0
Detour,1/20/2017,,0,Magnolia,1788.0,1800.0,Thriller,0,0.0,,R,97.0,5.0,R,Crime_Thriller,6.0,2017.0,0,0,0,1,0,0,1,0,0,0,0,0,0
Detroit,7/28/2017,34000000.0,Kathryn Bigelow,Annapurna Pictures,16790139.0,16790100.0,Crime Drama,0,0.0,['Colin Wilson'],R,143.0,3007.0,R,Crime_Thriller,76.0,2017.0,1,0,0,0,0,0,1,0,0,0,0,1,1
Detroit 9000,10/9/1998,,0,Rolling Thunder,3179.0,6100.0,Unknown,0,0.0,,R,106.0,2.0,R,None,6.0,1998.0,0,1,0,0,0,0,1,0,0,0,0,0,0
Detroit Rock City,8/13/1999,34000000.0,Adam Rifkin,New Line,4217115.0,7413200.0,Comedy,0,0.0,['Michael De Luca'],R,95.0,1802.0,R,Comedy,,1999.0,1,0,0,0,0,0,1,0,0,0,0,0,0
Deuce Bigalow: European Gigolo,8/12/2005,22000000.0,0,Sony / Columbia,22400154.0,31206500.0,Comedy,0,0.0,"['Jack Giarraputo', 'Adam Sandler']",R,83.0,3127.0,R,Comedy,51.0,2005.0,1,0,0,0,0,0,1,0,0,0,0,0,0
Deuce Bigalow: Male Gigolo,12/10/1999,17000000.0,Mike Mitchell,Buena Vista,65538755.0,112706600.0,Comedy,0,0.0,"['Jack Giarraputo', 'Adam Sandler']",R,88.0,2162.0,R,Comedy,,1999.0,0,0,1,0,0,0,1,0,0,0,0,0,0
Deuces Wild,5/3/2002,,0,MGM,6080065.0,9345100.0,Crime Drama,0,0.0,,R,97.0,1480.0,R,Crime_Thriller,27.0,2002.0,1,0,0,0,0,0,1,0,0,0,0,0,0
Devil,9/17/2010,,"Drew Dowdle, John Erick Dowdle",Universal,33601190.0,37743200.0,Horror,0,0.0,"['Drew Dowdle', 'John Erick Dowdle', 'Sam Mercer', 'M. Night Shyamalan']",PG-13,80.0,2811.0,PG-13,Horror,62.0,2010.0,0,1,0,0,0,1,0,0,0,0,0,0,0
The Devil and Daniel Johnston,3/31/2006,,0,Sony Classics,334450.0,456000.0,Documentary,0,0.0,['Ted Hope'],PG-13,110.0,17.0,PG-13,Documentary,139.0,2006.0,0,0,0,0,1,1,0,0,0,0,0,0,0
The Devil and Max Devlin,2/6/1981,,0,Buena Vista,16000000.0,51395700.0,Fantasy Comedy,0,0.0,,PG,95.0,,PG,Fantasy_Scifi,,1981.0,0,0,0,1,0,0,0,1,0,0,0,0,0
Devil in a Blue Dress,9/29/1995,,Carl Franklin,Sony / Columbia,16140822.0,33135100.0,Crime Thriller,0,0.0,['Gary Goetzman'],R,100.0,1432.0,R,Crime_Thriller,,1995.0,0,1,0,0,0,0,1,0,0,0,0,0,0
Devil in the Flesh,5/29/1987,,0,Orion Classics,546904.0,1249100.0,Drama,0,0.0,,R,92.0,,R,Drama,,1987.0,1,0,0,0,0,0,1,0,0,0,0,0,0
The Devil Inside,1/6/2012,,William Brent Bell,Paramount,53261944.0,60054200.0,Horror,0,0.0,"['Lorenzo di Bonaventura', 'Matthew Peterman', 'Steven Schneider', 'Mark Vahradian']",R,87.0,2551.0,R,Horror,76.0,2012.0,0,0,0,1,0,0,1,0,0,0,0,0,0
The Devil Wears Prada,6/30/2006,35000000.0,David Frankel,Fox,124740460.0,170066000.0,Comedy,2,0.0,['Karen Rosenfelt'],PG-13,106.0,2882.0,PG-13,Comedy,167.0,2006.0,1,0,0,0,0,1,0,0,0,0,0,0,0
The Devil's Advocate,10/17/1997,,Taylor Hackford,Warner Bros.,60944660.0,118484100.0,Horror Thriller,0,0.0,"['Taylor Hackford', 'Anne Kopelson', 'Arnold Kopelson', 'Arnon Milchan', 'Erwin Stoff', 'Michael Tadross']",R,144.0,2404.0,R,Horror,118.0,1997.0,0,1,0,0,0,0,1,0,0,0,0,0,0
The Devil's Backbone,11/21/2001,,Guillermo del Toro,Sony Classics,755249.0,1172100.0,Foreign / Horror,0,0.0,"['Pedro Almodovar', 'Guillermo del Toro']",R,106.0,35.0,R,Foreign,169.0,2001.0,0,0,1,0,0,0,1,0,0,0,0,0,0
The Devil's Double,7/29/2011,19100000.0,Lee Tamahori,Lionsgate,1361512.0,1531300.0,Drama,0,0.0,,R,108.0,89.0,R,Drama,62.0,2011.0,1,0,0,0,0,0,1,0,0,0,0,0,0
Devil's Due,1/17/2014,7000000.0,"Matt Bettinelli-Olpin, Tyler Gillett",Fox,15821461.0,17749400.0,Horror,0,0.0,['John Davis'],R,89.0,2544.0,R,Horror,62.0,2014.0,0,0,0,1,0,0,1,0,0,0,0,0,0
The Devil's Hand,10/10/2014,,0,Roadside Attractions,5746.0,6300.0,Horror,0,0.0,,PG-13,86.0,17.0,PG-13,Horror,6.0,2014.0,0,1,0,0,0,1,0,0,0,0,0,0,0
The Devil's Own,3/28/1997,90000000.0,Alan J. Pakula,Sony / Columbia,42868348.0,83401800.0,Drama / Thriller,0,0.0,"['Lawrence Gordon', 'Lloyd Levin']",R,111.0,2504.0,R,Drama,,1997.0,0,0,0,0,1,0,1,0,0,0,0,1,0
The Devil's Rejects,7/22/2005,7000000.0,Rob Zombie,Lions Gate,17044981.0,23746000.0,Horror,0,0.0,['Julie Yorn'],R,101.0,1757.0,R,Horror,34.0,2005.0,1,0,0,0,0,0,1,0,0,0,0,0,0
The Devil's Violinist,1/30/2015,,0,Freestyle Releasing,11294.0,12400.0,Music Drama,0,0.0,,R,122.0,10.0,R,Musical,6.0,2015.0,0,0,0,1,0,0,1,0,0,0,0,0,0
Dheepan,5/6/2016,,Jacques Audiard,IFC,261819.0,268900.0,Crime Drama,0,0.0,,R,115.0,26.0,R,Crime_Thriller,90.0,2016.0,1,0,0,0,0,0,1,0,0,0,0,0,0
Diabolique,3/22/1996,,Jeremiah S. Chechik,Warner Bros.,17100266.0,34548700.0,Thriller,0,0.0,"['Gary Barber', 'James G. Robinson']",R,107.0,1824.0,R,Crime_Thriller,,1996.0,0,0,0,0,1,0,1,0,0,0,0,0,0
Dial 'M' for Murder,4/9/1999,,0,Warner Bros.,12562.0,22100.0,Thriller,0,0.0,,PG,105.0,1.0,PG,Crime_Thriller,,1999.0,0,0,0,0,1,0,0,1,0,0,0,0,0
Diamond Men,9/14/2001,,0,Panorama,191221.0,301700.0,Crime Drama,0,0.0,,R,,15.0,R,Crime_Thriller,118.0,2001.0,0,1,0,0,0,0,1,0,0,0,0,0,0
Diamond's Edge,11/30/1990,,0,Castle Hill,12751.0,26900.0,Unknown,0,0.0,,PG,83.0,30.0,PG,None,2.0,1990.0,0,0,1,0,0,0,0,1,0,0,0,0,0
Diamonds,12/10/1999,,0,Miramax,88428.0,147800.0,Crime Comedy,0,0.0,,PG-13,,27.0,PG-13,Crime_Thriller,76.0,1999.0,0,0,1,0,0,1,0,0,0,0,0,0,0
Diamonds Are Forever,12/17/1971,,0,United Artists,43819547.0,237156700.0,Action,0,0.0,,GP,120.0,,GP,Act_Adven,,1971.0,0,0,1,0,0,0,0,0,0,1,0,0,0
Diana,11/1/2013,,0,Entertainment One,335359.0,382000.0,Drama,0,0.0,,PG-13,113.0,100.0,PG-13,Drama,27.0,2013.0,0,0,1,0,0,1,0,0,0,0,0,0,0
Diana Vreeland: The Eye Has to Travel,9/21/2012,,0,Samuel Goldwyn,1017579.0,1133900.0,Documentary,0,0.0,,PG-13,92.0,27.0,PG-13,Documentary,153.0,2012.0,0,1,0,0,0,1,0,0,0,0,0,0,0
Diary of a Hitman,5/1/1992,,0,Vision Intl.,31815.0,68500.0,Unknown,0,0.0,,R,92.0,18.0,R,None,6.0,1992.0,1,0,0,0,0,0,1,0,0,0,0,0,0
The Diary of a Teenage Girl,8/7/2015,,0,Sony Classics,1477002.0,1596700.0,Drama,0,0.0,,R,102.0,795.0,R,Drama,79.0,2015.0,1,0,0,0,0,0,1,0,0,0,0,0,0
Diary of a Wimpy Kid,3/19/2010,15000000.0,Thor Freudenthal,Fox,64003625.0,72284100.0,Comedy,0,0.0,['Nina Jacobson'],PG,94.0,3083.0,PG,Comedy,153.0,2010.0,0,0,0,0,1,0,0,1,0,0,0,0,0
Diary of a Wimpy Kid: Dog Days,8/3/2012,22000000.0,David Bowers,Fox,49008662.0,56208000.0,Comedy,0,0.0,['Nina Jacobson'],PG,94.0,3401.0,PG,Comedy,139.0,2012.0,1,0,0,0,0,0,0,1,0,0,0,0,0
Diary of a Wimpy Kid: Rodrick Rules,3/25/2011,21000000.0,David Bowers,Fox,52698535.0,59181200.0,Comedy,0,0.0,['Nina Jacobson'],PG,96.0,3169.0,PG,Comedy,111.0,2011.0,0,0,0,0,1,0,0,1,0,0,0,0,0
Diary of a Wimpy Kid: The Long Haul,5/19/2017,22000000.0,David Bowers,Fox,20738724.0,20693100.0,Comedy,0,0.0,['Nina Jacobson'],PG,90.0,3174.0,PG,Comedy,90.0,2017.0,1,0,0,0,0,0,0,1,0,0,0,0,0
Dice Rules,5/17/1991,,0,7th Art,637327.0,1351900.0,Concert,0,0.0,,NC-17,88.0,24.0,NC-17,Other,,1991.0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dick,8/3/1999,,Andrew Fleming,Sony / Columbia,6262878.0,11009300.0,Comedy,0,0.0,['Gale Anne Hurd'],PG-13,94.0,1522.0,PG-13,Comedy,,1999.0,1,0,0,0,0,1,0,0,0,0,0,0,0
Dick Tracy,6/15/1990,47000000.0,Warren Beatty,Buena Vista,103738726.0,219004000.0,Period Action,7,3.0,['Jon Landau'],PG,105.0,2332.0,PG,Historical,,1990.0,1,0,0,0,0,0,0,1,0,0,0,2,1
Dickie Roberts: Former Child Star,9/5/2003,17000000.0,0,Paramount,22738671.0,33674400.0,Comedy,0,0.0,"['Jack Giarraputo', 'Adam Sandler']",PG-13,92.0,2083.0,PG-13,Comedy,83.0,2003.0,0,1,0,0,0,1,0,0,0,0,0,0,0
The Dictator,5/16/2012,65000000.0,Larry Charles,Paramount,59650222.0,65634600.0,Comedy,0,0.0,"['Alec Berg', 'Sacha Baron Cohen', 'David Mandel', 'Scott Rudin', 'Jeff Schaffer']",R,83.0,3014.0,R,Comedy,71.0,2012.0,1,0,0,0,0,0,1,0,0,0,0,0,0
Did You Hear About the Morgans?,12/18/2009,58000000.0,0,Sony / Columbia,29580087.0,34249200.0,Romantic Comedy,0,0.0,['Ryan Kavanaugh'],PG-13,103.0,2718.0,PG-13,Romance,37.0,2009.0,0,0,1,0,0,1,0,0,0,0,0,0,0
Die Another Day,11/22/2002,142000000.0,Lee Tamahori,MGM,160942139.0,246325400.0,Action,0,0.0,"['Barbara Broccoli', 'Michael G. Wilson']",PG-13,123.0,3377.0,PG-13,Act_Adven,160.0,2002.0,0,0,1,0,0,1,0,0,0,0,0,0,0
Die Hard,7/15/1988,28000000.0,John McTiernan,Fox,83008852.0,180357400.0,Action Thriller,4,0.0,"['Lawrence Gordon', 'Joel Silver']",R,131.0,1713.0,R,Act_Adven,,1988.0,1,0,0,0,0,0,1,0,0,0,0,0,0
Die Hard 2: Die Harder,7/6/1990,70000000.0,Renny Harlin,Fox,117540947.0,248142000.0,Action Thriller,0,0.0,"['Lawrence Gordon', 'Lloyd Levin', 'Joel Silver']",R,124.0,2507.0,R,Act_Adven,,1990.0,1,0,0,0,0,0,1,0,0,0,0,0,0
Die Hard: With A Vengeance,5/19/1995,90000000.0,John McTiernan,Fox,100012499.0,205313000.0,Action Thriller,0,0.0,['Michael Tadross'],R,131.0,2579.0,R,Act_Adven,,1995.0,1,0,0,0,0,0,1,0,0,0,0,0,0
Die Mommie Die!,10/31/2003,,0,Sundance Film Series,320092.0,474000.0,Unknown,0,0.0,,R,94.0,17.0,R,None,51.0,2003.0,0,1,0,0,0,0,1,0,0,0,0,0,0
Different for Girls,9/12/1997,,0,First Look,300645.0,584900.0,Unknown,0,0.0,,R,97.0,16.0,R,None,97.0,1997.0,0,1,0,0,0,0,1,0,0,0,0,0,0
DIG!,10/1/2004,,0,Palm,127067.0,182700.0,Documentary,0,0.0,,R,109.0,10.0,R,Documentary,79.0,2004.0,0,1,0,0,0,0,1,0,0,0,0,0,0
Diggers,4/27/2007,,0,Magnolia,66517.0,86300.0,Comedy,0,0.0,['David Wain'],R,96.0,17.0,R,Comedy,20.0,2007.0,0,0,0,0,1,0,1,0,0,0,0,0,0
Digging for Fire,8/21/2015,,Joe Swanberg,The Orchard,119364.0,129200.0,Drama,0,0.0,"['Jake Johnson', 'Joe Swanberg']",R,85.0,30.0,R,Drama,37.0,2015.0,1,0,0,0,0,0,1,0,0,0,0,0,0
Digging to China,9/11/1998,,0,Moonstone,43961.0,83700.0,Unknown,0,0.0,['John Davis'],PG,98.0,10.0,PG,None,41.0,1998.0,0,1,0,0,0,0,0,1,0,0,0,0,0
Diggstown,8/14/1992,,0,MGM,4836637.0,10407500.0,Sports Comedy,0,0.0,,R,98.0,733.0,R,Sports,,1992.0,1,0,0,0,0,0,1,0,0,0,0,0,0
Digimon: The Movie,10/6/2000,5000000.0,0,Fox,9631153.0,15956600.0,Animation,0,0.0,,PG,82.0,1825.0,PG,Animation,,2000.0,0,1,0,0,0,0,0,1,0,0,0,0,0
The Dilemma,1/14/2011,70000000.0,Ron Howard,Universal,48475290.0,54043000.0,Comedy,0,0.0,"['Brian Grazer', 'Ron Howard', 'Vince Vaughn']",PG-13,118.0,2943.0,PG-13,Comedy,48.0,2011.0,0,0,0,1,0,1,0,0,0,0,0,2,1
Diner,3/5/1982,,Barry Levinson,MGM,14099953.0,42827400.0,Comedy / Drama,1,0.0,['Mark Johnson'],R,110.0,30.0,R,Comedy,,1982.0,0,0,0,0,1,0,1,0,0,0,0,0,0
The Dinner,5/5/2017,,0,The Orchard,1323312.0,1320400.0,Drama / Thriller,0,0.0,,R,120.0,505.0,R,Drama,41.0,2017.0,1,0,0,0,0,0,1,0,0,0,0,0,0
Dinner for Schmucks,7/30/2010,69000000.0,Jay Roach,Paramount (DreamWorks),73026337.0,82028300.0,Comedy,0,0.0,"['Gary Barber', 'Roger Birnbaum', 'Sacha Baron Cohen']",PG-13,110.0,3046.0,PG-13,Comedy,76.0,2010.0,1,0,0,0,0,1,0,0,0,0,0,0,0
The Dinner Game,7/9/1999,,0,Lions Gate,4071548.0,7157300.0,Foreign,0,0.0,,PG-13,80.0,67.0,PG-13,Foreign,,1999.0,1,0,0,0,0,1,0,0,0,0,0,0,0
Dinner Rush,9/28/2001,,0,Access,638227.0,992900.0,Unknown,0,0.0,,R,98.0,52.0,R,None,,2001.0,0,1,0,0,0,0,1,0,0,0,0,0,0
Dinosaur,5/19/2000,127500000.0,0,Buena Vista,137748063.0,228217100.0,Animation,0,0.0,,PG,82.0,3319.0,PG,Animation,,2000.0,1,0,0,0,0,0,0,1,0,0,0,0,0
Dirt the Movie,4/1/2004,,0,MAC Releasing,,,Unknown,0,0.0,,R,110.0,,R,None,,2004.0,0,0,0,0,1,0,1,0,0,0,0,0,0
Dirty,1/20/2006,3000000.0,0,Silver Nitrate,274245.0,373900.0,Crime Thriller,0,0.0,,R,97.0,35.0,R,Crime_Thriller,48.0,2006.0,0,0,0,1,0,0,1,0,0,0,0,0,0
Dirty Dancing,8/21/1987,6000000.0,0,Vestron,63954274.0,143589000.0,Romance,1,1.0,,PG-13,105.0,1012.0,PG-13,Romance,,1987.0,1,0,0,0,0,1,0,0,0,0,0,0,0
Dirty Dancing,8/22/1997,,0,Live,63954274.0,988100.0,Unknown,0,0.0,,PG-13,105.0,54.0,PG-13,None,,1997.0,1,0,0,0,0,1,0,0,0,0,0,0,0
Dirty Dancing,,,0,Unknown,63954274.0,,Romance,0,0.0,,PG-13,105.0,,PG-13,Romance,,,0,0,0,0,0,1,0,0,0,0,0,0,0
Dirty Dancing: Havana Nights,2/27/2004,25000000.0,0,Lions Gate,14161590.0,20364400.0,Romance,0,0.0,['Lawrence Bender'],PG-13,86.0,2042.0,PG-13,Romance,55.0,2004.0,0,0,0,1,0,1,0,0,0,0,0,0,0
Dirty Deeds,8/26/2005,,0,Freestyle Releasing,146490.0,204100.0,Comedy,0,0.0,,PG-13,85.0,64.0,PG-13,Comedy,55.0,2005.0,1,0,0,0,0,1,0,0,0,0,0,0,0
Dirty Girl,10/7/2011,,Abe Sylvia,Weinstein Company,55125.0,62000.0,Drama,0,0.0,,R,90.0,10.0,R,Drama,34.0,2011.0,0,1,0,0,0,0,1,0,0,0,0,0,0
Dirty Grandpa,1/22/2016,25000000.0,0,Lionsgate,35593113.0,37045000.0,Comedy,0,0.0,,R,102.0,2912.0,R,Comedy,55.0,2016.0,0,0,0,1,0,0,1,0,0,0,0,0,0
Dirty Harry,12/22/1971,,0,Warner Bros.,35976000.0,194706500.0,Action,0,0.0,,R,102.0,,R,Act_Adven,,1971.0,0,0,1,0,0,0,1,0,0,0,0,0,0
